品牌,新车价格,里程(万公里),价格
59.0,13.63,2.98,7.18
59.0,10.19,1.17,7.48
89.0,12.85,4.24,7.68
96.0,15.94,5.48,7.85
80.0,16.7,2.4,8.38
64.0,20.48,7.37,8.38
25.0,14.71,1.33,8.86
129.0,14.83,1.43,9.38
74.0,14.15,0.27,9.48
74.0,14.15,0.46,9.48
59.0,15.62,3.51,9.48
39.0,21.35,4.06,10.06
59.0,15.5,3.34,10.58
102.0,18.69,2.67,12.88
7.0,46.71,3.3,14.58
64.0,38.44,7.44,20.68
149.0,4.86,2.0,3.98
55.0,8.74,3.18,3.98
167.0,18.5,5.6,6.58
42.0,19.3,8.69,6.66
64.0,18.81,2.02,9.49
125.0,28.1,3.63,9.58
59.0,16.23,1.4,10.88
91.0,21.24,1.52,11.68
37.0,39.73,0.6,20.88
158.0,32.54,3.47,21.98
128.0,53.57,3.27,22.88
96.0,36.85,3.12,23.82
73.0,40.97,2.35,25.75
70.0,45.82,6.32,27.68
25.0,36.51,0.7,29.18
70.0,49.58,4.87,31.38
146.0,4.54,3.11,1.58
155.0,8.85,14.51,1.68
22.0,8.64,2.92,1.78
39.0,17.36,5.62,2.58
146.0,6.43,4.74,3.58
55.0,8.74,5.32,3.58
27.0,5.54,0.84,4.18
135.0,9.97,4.18,4.26
155.0,19.26,7.97,4.46
15.0,14.84,5.45,4.78
19.0,8.55,4.6,4.98
99.0,17.25,5.74,5.06
135.0,7.76,4.69,5.18
64.0,10.19,5.02,5.18
39.0,23.62,8.77,5.18
129.0,10.75,4.03,5.58
99.0,16.92,5.77,5.58
25.0,11.07,4.83,5.78
64.0,13.62,5.21,6.08
42.0,20.91,6.96,10.18
80.0,13.52,0.01,10.38
144.0,17.25,6.84,10.68
102.0,16.59,1.91,11.88
69.0,35.2,2.77,22.28
30.0,136.19,9.03,22.58
57.0,8.18,3.71,1.68
25.0,13.28,3.55,7.38
64.0,18.7,2.04,8.68
47.0,7.73,0.02,3.88
104.0,12.17,2.52,4.98
129.0,29.87,4.81,5.58
5.0,20.35,8.09,5.81
64.0,12.96,4.77,5.82
27.0,11.51,0.72,6.98
129.0,13.72,1.68,7.31
27.0,13.39,2.79,7.78
135.0,15.95,1.75,8.01
64.0,17.7,7.13,8.18
101.0,16.05,0.49,9.78
96.0,16.38,2.47,10.38
5.0,30.31,5.0,12.08
39.0,23.79,3.23,13.66
96.0,22.57,3.19,13.98
25.0,24.82,3.21,15.72
76.0,25.88,0.73,15.98
70.0,37.64,6.38,17.73
73.0,30.31,3.09,18.38
113.0,32.73,3.27,19.68
39.0,33.62,3.99,22.58
74.0,8.85,6.63,2.98
64.0,10.08,4.96,4.56
68.0,10.96,6.48,5.08
55.0,10.74,6.56,5.08
55.0,10.62,3.96,5.58
146.0,11.74,6.52,5.96
59.0,18.06,2.72,6.18
129.0,13.61,6.67,6.28
39.0,16.16,6.73,6.4
64.0,12.63,2.95,6.98
129.0,14.05,4.65,7.46
146.0,13.51,3.87,8.18
86.0,14.49,6.49,8.18
102.0,18.16,8.15,8.18
25.0,14.05,1.79,8.58
64.0,17.71,4.64,8.69
64.0,18.7,1.87,8.88
96.0,15.94,6.39,9.1
160.0,15.6,4.53,9.18
64.0,18.37,4.44,9.98
80.0,14.83,2.09,10.88
129.0,20.25,2.79,10.88
39.0,21.47,3.24,10.98
70.0,24.67,4.11,11.28
70.0,24.77,2.93,11.98
7.0,46.71,2.37,14.68
69.0,31.74,3.32,14.83
64.0,26.78,5.68,16.08
25.0,32.28,6.02,16.88
70.0,46.82,5.74,19.08
39.0,33.62,6.32,21.68
102.0,5.76,2.96,2.98
99.0,11.5,2.42,4.58
64.0,16.82,3.26,7.73
64.0,25.12,6.0,10.88
64.0,28.76,7.1,15.89
69.0,49.94,5.16,23.58
55.0,10.28,8.72,4.58
144.0,8.3,3.25,4.66
55.0,7.65,3.3,5.01
55.0,13.5,3.66,5.48
64.0,16.82,3.47,7.72
55.0,15.15,7.11,8.18
146.0,14.17,5.88,8.99
155.0,18.71,0.67,9.98
116.0,20.36,2.65,10.38
146.0,10.51,8.45,4.58
116.0,15.95,7.05,7.38
5.0,19.91,4.78,8.58
59.0,16.72,5.32,9.45
39.0,33.63,8.23,10.38
39.0,30.32,5.56,10.86
64.0,17.45,3.79,11.88
70.0,24.77,4.51,12.36
102.0,18.14,2.26,12.88
69.0,35.31,3.43,19.68
125.0,36.98,3.9,22.28
123.0,40.31,4.07,26.48
104.0,7.42,2.66,2.79
146.0,5.77,2.47,2.88
66.0,7.54,4.77,4.06
39.0,16.72,7.77,5.26
105.0,10.08,6.77,5.28
96.0,9.96,5.09,5.93
123.0,15.27,6.58,6.59
98.0,29.2,2.96,19.28
55.0,13.73,4.63,6.82
70.0,20.92,8.83,7.78
39.0,20.19,1.34,8.18
163.0,17.72,5.09,8.26
55.0,12.61,0.63,8.28
160.0,14.69,4.17,8.58
160.0,19.92,4.79,8.68
129.0,17.7,2.23,8.78
64.0,18.29,3.99,9.11
25.0,16.38,4.7,9.22
146.0,17.61,3.03,9.36
39.0,30.32,5.07,9.48
91.0,22.24,5.29,9.98
89.0,24.01,7.15,10.36
64.0,17.52,4.06,10.38
96.0,25.94,5.62,10.38
98.0,37.2,6.08,10.58
102.0,17.25,2.06,10.98
125.0,22.57,5.5,11.68
64.0,18.81,4.33,12.56
91.0,62.48,6.99,26.88
73.0,47.59,5.58,27.58
37.0,51.34,2.28,28.16
46.0,7.1,2.76,3.18
27.0,6.43,4.61,4.08
55.0,8.2,2.92,4.98
22.0,8.21,2.43,5.18
59.0,10.52,4.71,5.58
57.0,12.61,2.96,6.18
105.0,9.53,3.46,6.18
129.0,9.86,1.12,6.28
59.0,13.52,3.25,6.58
55.0,11.52,1.32,7.18
146.0,20.36,6.9,7.18
55.0,12.51,2.24,7.68
91.0,13.59,1.32,7.76
146.0,12.29,2.85,7.76
55.0,13.72,6.18,7.78
160.0,17.04,7.35,7.78
102.0,14.84,5.06,8.08
163.0,21.58,5.21,8.18
156.0,19.24,6.67,8.18
64.0,16.72,7.23,8.48
64.0,20.92,5.41,8.68
146.0,15.95,4.72,8.78
21.0,13.29,0.17,9.09
64.0,15.72,2.25,9.16
64.0,17.41,6.36,9.18
91.0,14.84,4.26,9.31
129.0,16.14,2.51,9.48
99.0,23.55,6.06,9.48
64.0,15.06,1.53,9.68
123.0,33.61,8.89,10.08
160.0,15.6,2.65,10.18
102.0,15.71,0.38,10.38
155.0,18.71,0.86,10.56
116.0,15.94,1.77,10.58
123.0,20.36,7.62,10.58
80.0,16.26,0.66,10.98
80.0,21.02,3.48,11.16
63.0,17.02,1.71,11.58
146.0,19.93,2.57,11.58
39.0,22.58,5.72,11.63
146.0,15.94,0.41,11.98
64.0,24.9,1.43,13.66
7.0,46.71,3.2,14.58
146.0,22.02,0.03,14.89
70.0,32.29,6.53,17.41
62.0,24.12,4.39,18.06
39.0,32.52,7.52,19.48
108.0,34.45,1.24,19.98
98.0,51.24,4.38,20.88
37.0,39.51,3.98,21.85
137.0,46.71,3.23,22.68
70.0,63.97,2.99,40.28
39.0,14.5,8.96,4.86
135.0,12.28,4.88,5.28
146.0,11.52,2.65,6.38
64.0,12.5,1.31,6.78
146.0,14.84,3.28,7.98
6.0,30.22,7.38,8.28
42.0,21.3,6.69,11.98
21.0,14.82,8.65,3.82
66.0,8.53,0.34,4.18
64.0,12.39,7.38,4.38
39.0,17.05,5.81,5.16
60.0,8.85,1.84,5.66
25.0,13.06,3.05,7.01
64.0,15.72,3.98,7.01
116.0,20.36,8.4,7.72
39.0,20.69,7.86,8.89
160.0,15.8,2.5,9.48
96.0,27.92,7.61,10.98
37.0,33.62,4.99,19.58
73.0,36.32,7.45,21.08
27.0,6.32,2.81,3.88
39.0,16.05,5.09,5.08
86.0,7.75,1.16,6.08
55.0,11.51,5.28,6.28
123.0,20.35,7.92,6.98
64.0,13.96,3.22,7.08
135.0,15.95,5.52,7.99
64.0,20.92,8.82,8.38
64.0,17.05,3.01,9.28
160.0,16.82,3.29,9.28
91.0,17.61,4.73,9.58
123.0,21.79,3.09,9.88
64.0,17.16,3.86,10.08
96.0,16.61,5.3,10.28
73.0,36.53,12.04,10.38
155.0,20.92,1.93,10.99
64.0,17.6,1.84,11.98
102.0,17.02,1.27,13.18
98.0,33.63,4.39,14.58
69.0,34.87,4.7,19.88
39.0,29.09,1.72,22.08
64.0,10.19,5.17,5.28
74.0,11.84,5.28,4.56
55.0,12.61,7.9,4.61
155.0,19.26,5.31,6.18
55.0,12.51,1.38,6.98
55.0,14.06,3.89,8.41
160.0,15.8,1.69,9.11
68.0,18.6,1.73,9.28
39.0,25.89,3.51,9.38
64.0,20.48,4.16,9.99
73.0,36.31,4.9,15.98
39.0,35.64,2.5,25.38
70.0,46.49,4.13,25.48
27.0,6.1,10.64,1.88
22.0,8.1,8.79,2.78
59.0,15.6,8.22,4.45
66.0,9.42,4.29,4.98
67.0,8.96,1.16,5.98
116.0,13.72,4.56,6.26
55.0,10.62,3.31,6.38
39.0,18.48,8.44,6.51
11.0,17.13,8.13,6.68
64.0,18.25,6.95,7.08
27.0,13.39,7.0,7.08
64.0,16.82,7.99,7.09
91.0,12.48,1.4,7.38
27.0,13.39,4.05,7.83
64.0,18.58,7.33,7.98
25.0,15.49,3.72,8.18
64.0,17.41,2.63,8.58
86.0,15.6,2.92,8.76
116.0,17.7,3.11,10.28
6.0,21.9,5.44,10.98
59.0,15.5,1.28,11.26
39.0,26.99,7.78,13.58
64.0,26.78,6.13,13.93
80.0,21.13,2.18,15.28
137.0,42.84,6.06,19.1
102.0,35.06,1.37,21.08
13.0,52.19,6.96,23.48
30.0,60.77,3.86,45.36
89.0,11.08,10.59,2.78
155.0,8.09,4.81,2.88
64.0,16.83,3.8,8.78
144.0,9.63,9.17,3.5
146.0,15.49,6.28,3.98
57.0,12.39,7.12,3.98
123.0,14.05,2.42,5.18
66.0,9.97,1.69,5.48
59.0,13.08,4.64,6.08
13.0,17.04,4.33,6.38
5.0,25.93,4.35,6.88
66.0,10.63,1.97,6.98
99.0,23.55,6.78,6.98
163.0,14.17,4.07,7.18
89.0,15.94,5.77,7.58
146.0,14.28,2.38,7.98
146.0,14.28,2.95,8.45
68.0,19.82,4.36,8.58
91.0,14.84,2.79,8.68
68.0,19.82,4.85,8.78
91.0,19.14,7.09,8.88
91.0,14.84,4.12,8.98
123.0,35.46,10.53,8.98
68.0,19.82,4.51,9.18
70.0,21.33,3.9,9.28
64.0,17.71,2.57,10.38
70.0,21.39,6.35,10.38
70.0,21.99,5.39,10.58
91.0,22.57,6.82,10.58
123.0,44.76,10.25,11.98
96.0,20.35,5.12,12.98
91.0,30.52,5.65,13.68
37.0,49.15,8.12,14.48
69.0,26.21,5.85,14.98
96.0,35.21,7.48,15.28
70.0,33.77,6.93,15.68
96.0,32.85,5.02,16.98
70.0,36.09,1.77,22.28
70.0,46.49,6.79,23.98
73.0,47.59,6.78,24.98
25.0,39.54,3.39,30.58
69.0,44.5,2.65,30.98
30.0,62.99,1.33,54.98
24.0,6.41,7.07,2.8
39.0,11.74,5.13,3.2
129.0,8.87,6.1,3.28
27.0,5.96,2.65,3.38
146.0,8.2,3.55,4.28
96.0,9.52,6.84,4.3
123.0,21.9,8.6,4.4
64.0,17.7,10.82,4.4
55.0,11.29,5.64,4.49
155.0,22.62,5.1,4.58
163.0,15.94,10.15,4.76
116.0,9.86,6.14,4.98
64.0,10.08,2.99,5.18
135.0,12.28,9.03,5.2
123.0,11.95,5.39,5.28
129.0,10.75,4.14,5.48
116.0,18.59,8.64,5.5
55.0,8.09,3.85,5.51
66.0,8.87,3.74,5.55
55.0,11.51,4.33,5.68
123.0,10.51,3.19,5.72
59.0,9.43,2.17,5.88
55.0,11.07,3.49,5.88
39.0,14.39,5.12,5.88
91.0,14.06,5.11,5.98
39.0,14.39,2.3,6.18
64.0,14.39,2.39,6.48
64.0,17.6,9.55,6.58
21.0,11.3,2.28,6.7
123.0,15.38,5.82,6.7
39.0,17.6,4.48,6.78
25.0,13.28,3.23,6.98
123.0,22.9,5.52,7.18
116.0,12.95,3.48,7.73
55.0,11.18,2.55,7.78
25.0,15.49,1.23,7.98
89.0,13.62,3.64,8.13
55.0,13.7,4.88,8.18
59.0,16.38,4.93,8.26
96.0,16.61,5.0,8.68
80.0,15.05,5.24,8.68
6.0,43.51,9.7,9.5
70.0,24.11,7.32,9.58
80.0,20.69,5.5,9.98
64.0,20.24,6.19,10.78
163.0,18.26,2.24,10.98
39.0,21.35,4.21,10.98
73.0,31.85,6.97,10.98
59.0,15.5,2.33,11.28
59.0,18.49,5.96,11.48
125.0,24.12,3.73,12.09
55.0,17.64,2.81,12.68
85.0,35.87,4.29,12.88
64.0,28.11,6.72,13.28
37.0,32.51,7.19,14.08
137.0,45.62,6.34,14.88
42.0,20.36,1.06,14.98
102.0,24.76,1.39,15.98
39.0,35.86,4.7,17.88
73.0,38.08,4.16,19.93
37.0,39.51,5.72,20.18
37.0,41.72,5.39,21.98
155.0,23.13,4.47,11.86
96.0,30.01,9.64,14.68
62.0,25.14,0.67,19.88
155.0,7.43,5.68,1.98
102.0,5.33,6.43,1.98
64.0,16.83,1.84,9.07
70.0,29.13,5.52,9.38
59.0,15.28,2.66,9.58
69.0,47.95,9.23,19.7
70.0,36.09,3.82,21.58
58.0,8.19,8.15,2.58
89.0,8.98,3.73,3.98
55.0,7.76,7.22,3.98
55.0,9.76,8.32,3.98
27.0,6.85,0.86,4.18
55.0,8.09,2.88,4.7
55.0,11.51,4.8,5.07
25.0,9.96,7.41,5.38
96.0,9.96,6.59,5.39
116.0,9.86,5.4,5.58
91.0,14.06,5.42,6.37
59.0,13.08,4.26,6.38
91.0,15.71,4.79,6.48
59.0,11.41,3.03,6.78
11.0,13.03,5.2,6.78
91.0,17.37,11.11,6.9
25.0,13.72,4.38,7.17
91.0,13.59,2.21,7.28
55.0,13.72,1.82,7.38
116.0,15.95,3.64,7.38
64.0,16.04,5.81,7.4
25.0,13.72,2.58,7.48
160.0,15.27,7.86,7.48
64.0,20.7,7.72,7.67
102.0,12.07,2.33,7.78
55.0,14.5,5.14,7.78
96.0,17.48,5.76,7.88
146.0,20.36,5.79,8.07
116.0,14.83,3.55,8.38
25.0,18.04,4.01,8.38
6.0,22.45,5.87,8.6
102.0,14.92,2.02,9.38
96.0,17.38,5.15,9.98
64.0,27.0,7.42,10.98
64.0,27.0,7.9,11.18
73.0,39.2,5.81,13.88
6.0,26.77,4.0,13.9
37.0,32.51,2.22,15.28
125.0,39.33,6.29,15.5
73.0,35.54,6.05,15.68
73.0,38.86,6.92,15.8
69.0,29.75,4.66,15.88
69.0,34.1,5.35,17.38
64.0,28.11,2.76,17.58
6.0,35.87,4.78,18.5
73.0,40.29,3.3,19.0
113.0,32.73,2.9,20.6
73.0,40.29,3.94,21.58
73.0,55.45,6.9,23.7
30.0,113.23,4.24,86.88
135.0,18.15,8.62,4.88
116.0,11.51,7.7,5.18
155.0,22.58,4.66,7.38
64.0,27.66,3.63,7.98
69.0,28.09,3.05,15.28
37.0,33.62,4.49,17.56
102.0,5.44,2.36,3.18
55.0,8.2,4.96,4.28
129.0,13.72,7.07,4.68
39.0,16.61,6.22,5.76
80.0,14.16,4.24,6.48
73.0,22.45,7.27,9.19
123.0,25.56,6.7,11.48
39.0,27.0,3.45,14.28
37.0,44.71,4.78,21.98
64.0,17.48,7.8,4.38
80.0,10.29,6.37,4.68
42.0,17.04,7.46,5.45
59.0,9.54,4.69,5.58
135.0,13.61,5.02,5.98
64.0,11.41,1.23,6.18
135.0,18.14,7.96,6.18
80.0,16.7,7.31,7.59
59.0,13.5,3.37,8.46
5.0,18.81,5.12,8.68
160.0,14.69,1.59,9.2
167.0,18.39,4.33,9.38
64.0,20.69,3.77,12.09
91.0,21.24,1.28,12.78
64.0,27.1,4.19,13.88
7.0,46.71,3.41,14.58
39.0,35.31,0.93,21.38
160.0,17.04,2.51,9.38
147.0,7.11,7.96,2.68
102.0,10.41,4.85,6.16
66.0,9.97,1.86,6.26
39.0,18.15,3.26,8.18
64.0,19.92,2.29,10.46
59.0,13.63,5.41,4.98
59.0,18.06,7.49,4.98
64.0,15.72,2.09,7.01
59.0,16.38,3.85,7.98
55.0,11.51,0.05,8.18
123.0,28.1,8.45,8.18
64.0,18.7,1.98,8.58
64.0,15.95,1.13,8.66
55.0,15.49,0.8,9.18
116.0,15.93,1.92,9.68
64.0,15.72,1.69,11.08
55.0,16.83,0.57,11.68
7.0,46.71,2.83,14.28
80.0,23.23,0.99,16.38
73.0,33.51,3.54,16.88
80.0,25.77,2.12,18.98
137.0,46.04,2.41,20.68
69.0,53.57,3.49,35.16
30.0,73.6,1.67,52.78
64.0,12.39,7.7,4.58
25.0,9.96,5.81,5.08
135.0,9.3,2.0,5.82
59.0,10.19,1.83,6.78
163.0,15.94,2.74,7.58
102.0,15.71,7.18,8.18
101.0,14.16,2.41,8.55
69.0,35.87,6.93,9.48
96.0,16.93,2.58,9.65
63.0,14.35,3.28,9.71
87.0,16.72,0.06,10.08
64.0,18.25,2.6,10.18
155.0,20.92,2.12,11.98
96.0,21.46,5.99,12.78
64.0,23.57,3.75,12.88
64.0,26.34,7.28,14.9
102.0,31.92,4.22,15.58
98.0,42.62,2.19,18.68
59.0,15.71,5.77,7.75
146.0,13.73,1.08,8.15
64.0,15.17,0.63,9.95
59.0,17.04,0.83,10.98
64.0,14.66,7.7,4.38
101.0,9.28,3.53,4.98
59.0,12.97,7.13,5.21
102.0,13.6,2.52,7.41
96.0,15.27,3.08,8.51
25.0,17.6,7.91,8.68
64.0,18.48,3.01,10.38
160.0,18.04,1.59,10.98
163.0,21.47,3.61,11.28
39.0,22.58,3.28,11.38
64.0,23.13,1.78,12.98
64.0,28.11,5.33,13.98
25.0,24.82,3.35,15.13
102.0,25.54,2.14,15.58
37.0,39.18,3.94,19.68
156.0,13.5,5.06,3.98
155.0,10.52,4.21,4.15
149.0,8.18,1.65,5.58
116.0,13.72,4.95,6.41
55.0,14.83,4.02,6.68
91.0,17.48,7.92,7.18
102.0,13.49,2.05,9.18
116.0,20.36,5.73,9.59
102.0,14.15,0.98,9.68
96.0,20.35,2.73,14.28
73.0,53.12,3.18,33.98
60.0,9.07,3.39,5.78
64.0,11.41,6.26,3.81
163.0,15.94,6.15,4.88
58.0,12.17,6.77,5.58
25.0,10.18,1.59,5.97
64.0,14.39,2.5,6.21
64.0,14.39,2.39,6.26
163.0,23.46,9.58,6.28
64.0,14.39,2.31,6.29
64.0,14.39,2.19,6.37
64.0,14.39,2.27,6.51
11.0,15.14,8.47,6.66
64.0,18.82,9.44,7.22
68.0,13.95,2.46,8.26
96.0,15.94,5.44,8.78
96.0,23.68,7.62,8.87
64.0,17.7,6.09,8.97
68.0,19.82,3.67,9.15
68.0,19.82,2.27,9.18
68.0,19.82,2.69,9.32
59.0,16.27,2.48,9.57
70.0,24.0,6.95,10.18
64.0,15.72,1.5,10.58
160.0,18.7,3.01,10.58
137.0,45.27,7.27,14.38
64.0,23.13,1.74,14.87
158.0,33.43,2.46,17.48
73.0,34.77,3.92,18.38
137.0,46.49,2.61,24.98
99.0,10.94,8.67,2.87
123.0,11.41,4.59,3.28
68.0,9.85,6.1,3.9
5.0,25.01,7.58,4.3
146.0,9.09,3.62,4.48
91.0,12.61,7.54,4.5
68.0,14.83,7.9,4.68
64.0,15.16,10.1,4.68
55.0,9.96,5.43,4.86
123.0,14.49,4.89,5.17
59.0,13.63,8.26,5.58
58.0,10.62,5.87,5.65
123.0,15.82,6.77,5.65
64.0,17.15,5.93,6.27
59.0,13.08,2.42,6.37
59.0,13.08,0.95,6.88
64.0,16.49,5.36,7.17
13.0,17.71,3.6,7.28
68.0,13.06,1.4,7.68
68.0,13.17,0.37,8.58
96.0,15.17,4.48,8.85
55.0,12.51,1.56,8.88
125.0,18.48,3.9,8.98
68.0,15.39,0.74,9.08
55.0,13.28,0.41,9.78
70.0,24.78,8.65,9.9
59.0,15.28,4.79,10.08
96.0,16.27,3.79,10.37
102.0,15.49,0.25,10.88
64.0,17.04,2.22,11.48
59.0,16.94,0.54,12.87
69.0,46.84,5.11,16.48
70.0,35.76,3.23,20.17
125.0,41.4,3.55,20.63
69.0,33.19,2.52,22.38
70.0,46.93,5.9,30.56
5.0,20.35,7.2,6.61
64.0,18.7,1.81,7.93
55.0,7.76,6.23,4.01
80.0,16.37,3.83,5.73
55.0,10.62,3.58,6.22
68.0,16.15,1.14,7.44
155.0,18.71,4.01,8.55
146.0,14.28,3.82,9.18
64.0,18.25,6.82,9.48
64.0,18.81,4.49,9.92
91.0,15.16,1.7,9.98
25.0,17.6,3.75,10.29
128.0,34.21,4.81,16.58
73.0,38.87,5.83,24.88
80.0,12.17,9.02,4.38
66.0,8.87,3.12,5.24
116.0,9.86,5.48,5.28
22.0,10.54,2.81,5.98
59.0,12.97,6.69,6.09
89.0,27.21,10.56,6.38
39.0,14.39,4.94,6.61
27.0,9.72,1.09,7.03
123.0,25.11,10.45,7.06
86.0,12.95,7.58,7.56
6.0,29.11,6.08,7.58
25.0,14.27,6.09,7.58
55.0,12.51,2.53,7.78
123.0,24.11,6.92,8.76
66.0,15.94,3.78,8.86
125.0,28.1,2.65,8.98
55.0,16.59,2.06,9.18
64.0,22.01,6.27,9.28
80.0,20.69,6.43,9.39
135.0,15.95,2.28,9.78
55.0,14.83,2.18,9.98
25.0,17.15,2.3,10.03
80.0,14.83,4.6,10.08
160.0,16.93,5.68,10.38
59.0,15.5,2.38,10.48
64.0,24.79,6.88,12.08
39.0,30.32,5.5,12.38
96.0,19.26,2.21,14.08
37.0,32.51,3.97,15.38
69.0,38.85,5.3,22.08
62.0,39.91,2.42,28.46
69.0,55.55,1.82,36.78
64.0,14.66,7.84,4.28
59.0,9.54,4.02,5.98
144.0,9.19,1.87,5.88
69.0,30.86,4.29,14.38
73.0,34.77,2.77,19.68
47.0,7.73,0.01,3.88
19.0,9.43,5.97,4.18
155.0,14.28,5.9,4.55
55.0,8.09,2.45,4.82
55.0,11.29,3.08,4.88
135.0,18.7,7.26,6.28
55.0,9.75,1.29,6.81
128.0,20.46,3.11,7.88
135.0,15.95,4.32,8.36
64.0,14.95,2.21,8.88
80.0,19.92,3.26,12.63
39.0,27.0,3.34,12.98
64.0,23.25,2.36,16.61
80.0,28.42,5.61,20.66
69.0,43.94,1.92,25.68
39.0,35.64,3.63,30.18
66.0,8.2,4.65,2.48
55.0,6.88,3.7,3.56
135.0,13.17,4.75,3.58
27.0,5.96,1.03,3.73
55.0,6.88,1.42,3.78
74.0,8.2,2.83,4.08
101.0,8.17,5.59,4.68
27.0,7.11,4.47,4.78
99.0,14.59,7.2,4.88
55.0,10.62,3.7,5.28
55.0,14.83,5.76,5.68
149.0,10.17,5.83,5.85
116.0,22.24,3.81,5.91
55.0,11.07,8.6,6.08
55.0,10.29,4.46,6.58
146.0,12.39,4.96,6.58
55.0,13.73,6.41,6.61
135.0,13.28,1.86,7.08
89.0,18.15,6.14,7.18
93.0,12.63,6.35,7.73
91.0,17.93,2.42,8.28
88.0,23.17,6.07,8.98
64.0,19.36,6.84,9.18
99.0,24.76,7.1,9.18
39.0,22.23,5.82,9.48
96.0,17.05,1.66,9.88
66.0,15.62,2.4,9.88
59.0,14.84,3.53,9.88
102.0,16.69,3.0,11.18
123.0,33.61,5.9,11.18
146.0,17.27,1.72,11.28
39.0,30.32,7.18,11.36
64.0,23.57,7.21,11.68
70.0,24.77,5.9,11.86
76.0,22.78,0.98,12.08
155.0,24.79,2.98,13.28
7.0,46.71,2.28,14.98
70.0,44.34,8.17,15.08
73.0,34.77,6.78,17.93
62.0,24.8,3.17,18.43
137.0,46.71,2.94,21.78
69.0,48.7,5.99,23.23
137.0,48.03,0.5,27.18
73.0,47.59,1.84,29.52
69.0,55.77,7.15,35.08
39.0,15.61,8.78,3.98
59.0,14.73,1.64,9.36
59.0,14.05,2.15,5.31
74.0,9.94,0.66,5.68
5.0,24.78,9.16,6.88
91.0,13.07,2.85,7.42
64.0,18.58,7.56,7.86
25.0,16.93,1.49,10.08
69.0,29.75,1.89,14.38
64.0,26.55,3.18,14.78
25.0,22.13,1.57,15.03
70.0,37.64,7.18,17.68
64.0,36.4,1.54,23.98
39.0,15.39,5.02,2.18
22.0,12.63,8.57,3.98
27.0,6.85,1.36,4.28
67.0,8.17,4.73,4.88
39.0,17.05,5.05,6.46
123.0,20.35,7.41,7.05
102.0,13.6,6.72,7.08
55.0,13.72,6.16,7.28
59.0,14.74,3.08,7.78
129.0,16.59,6.08,7.78
96.0,15.71,3.65,8.18
25.0,14.83,4.14,8.18
64.0,15.4,3.18,8.48
64.0,25.12,6.73,8.55
102.0,12.93,3.79,8.79
70.0,26.11,6.72,8.98
64.0,20.48,4.28,9.38
64.0,16.94,1.34,10.58
25.0,22.35,7.28,11.38
70.0,21.84,2.91,12.16
70.0,26.83,2.18,13.98
59.0,19.25,0.01,14.68
69.0,28.2,4.82,14.83
70.0,38.08,4.65,15.93
80.0,26.21,4.47,17.48
64.0,38.1,2.28,19.48
25.0,34.2,5.22,22.58
39.0,38.07,3.56,27.5
70.0,46.49,4.72,28.68
96.0,21.46,4.47,14.09
156.0,17.94,9.27,3.98
39.0,14.39,2.87,6.68
123.0,20.35,3.46,6.88
102.0,15.16,3.62,8.86
55.0,16.59,1.36,12.58
113.0,26.1,1.59,19.38
70.0,40.74,4.7,20.58
145.0,9.19,10.03,1.38
102.0,5.33,2.3,3.08
149.0,11.52,2.97,4.68
155.0,10.4,1.26,5.28
123.0,15.82,6.2,5.35
135.0,13.61,3.84,5.88
123.0,22.9,9.91,5.93
163.0,14.17,7.58,6.08
60.0,8.85,1.47,6.38
68.0,13.06,6.03,6.41
59.0,13.3,2.44,7.28
91.0,21.02,9.68,7.48
59.0,17.29,1.77,7.68
59.0,15.71,5.63,7.75
160.0,17.48,4.81,7.98
25.0,14.83,1.82,8.38
91.0,14.17,0.81,8.76
25.0,15.6,1.61,8.81
66.0,14.84,1.83,8.88
96.0,15.94,5.63,8.98
55.0,14.06,2.53,9.38
70.0,21.39,2.45,10.19
160.0,18.7,6.72,10.36
64.0,18.48,1.52,10.58
102.0,17.92,0.68,12.48
123.0,52.49,5.04,15.98
64.0,25.35,1.64,17.03
102.0,24.77,0.56,17.98
98.0,29.2,3.47,18.28
37.0,31.4,1.53,19.18
62.0,25.91,2.13,19.55
62.0,24.8,2.51,19.73
73.0,32.97,4.79,19.98
118.0,38.08,0.01,29.48
73.0,51.58,3.64,35.28
55.0,11.73,7.72,5.88
163.0,17.37,5.93,7.09
86.0,11.84,6.41,7.38
129.0,15.93,5.7,8.28
80.0,20.69,8.85,8.88
64.0,22.01,5.5,9.18
96.0,16.61,5.94,9.45
80.0,14.83,4.61,9.53
80.0,14.49,0.88,9.66
102.0,14.38,1.3,9.68
64.0,40.38,8.13,9.88
64.0,17.7,4.23,10.08
80.0,15.93,6.77,10.28
91.0,22.24,4.75,10.38
70.0,24.0,7.03,10.73
91.0,19.14,4.69,11.08
160.0,20.36,3.01,11.58
102.0,17.92,3.08,12.98
64.0,24.68,7.28,13.38
39.0,23.79,1.9,13.96
7.0,46.71,2.12,14.68
7.0,46.71,3.89,14.74
70.0,25.88,5.17,14.99
73.0,28.11,3.04,15.68
73.0,33.29,3.69,16.33
80.0,26.21,4.51,18.33
73.0,38.08,3.6,20.38
73.0,36.32,6.97,21.68
64.0,40.28,5.41,22.09
69.0,48.03,8.19,22.49
113.0,44.16,3.42,24.58
123.0,16.38,9.25,3.83
25.0,10.84,9.45,4.88
91.0,14.83,4.04,6.58
146.0,10.86,2.31,6.78
39.0,27.0,6.25,8.88
55.0,15.93,4.12,9.58
